ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,SCHOOLTYPECD,StudentsinPoverty_PctCurrYr,StudentsinPoverty_PctLastYr,TCHSALARY_AvgCurrYr,TCHSALARY_AvgLastYr,ExpendforInstruct_PctCurrYr,ExpendforInstruct_PctLastYr,ExpendforTchSalaries_PctCurrYr,ExpendforTchSalaries_PctLastYr,AdminSalary_CurrYr,AdminSalary_LastYr,StateLocalPersonnelPPE_CurrYr,StateLocalPersonnelPPE_LastYr,FedPersonnelPPE_CurrYr,FedPersonnelPPE_LastYr,StateLocalNonPersPPE_CurrYr,StateLocalNonPersPPE_LastYr,FederalNonPersonnelPPE_CurrYr,FederalNonPersonnelPPE_LastYr,TotalStateLocalPPE_CurrYr,TotalStateLocalPPE_LastYr,TotalFederalPPE_CurrYr,TotalFederalPPE_LastYr,TotalPPE_CurrYr,TotalPPE_LastYr
2019,Richland School District Two,Blythewood High School,4002092,H,29.05,27.9,"$55,637","$55,466",,,,,"$99,811","$96,193","$8,130",N/A,$381,N/A,"$1,533",N/A,$434,N/A,"$9,663",N/A,$815,N/A,"$10,478",
2019,Richland School District Two,Sandlapper Elementary,4002093,E,60.06,56.0,"$53,487","$52,267",,,,,"$99,811","$96,193","$8,724",N/A,$278,N/A,"$1,190",N/A,$521,N/A,"$9,913",N/A,$798,N/A,"$10,712",
2019,Richland School District Two,Polo Road Elementary School,4002094,E,65.79,65.0,"$50,609","$54,098",,,,,"$99,811","$96,193","$10,368",N/A,$412,N/A,"$1,248",N/A,$417,N/A,"$11,616",N/A,$830,N/A,"$12,446",
2019,Richland School District Two,Longleaf Middle School,4002095,M,59.83,59.4,"$49,113","$49,047",,,,,"$99,811","$96,193","$8,507",N/A,$268,N/A,"$1,399",N/A,$427,N/A,"$9,906",N/A,$695,N/A,"$10,601",
2019,Richland School District Two,Bridge Creek Elementary,4002096,E,64.67,67.4,"$47,611","$46,911",,,,,"$99,811","$96,193","$9,916",N/A,$921,N/A,"$1,638",N/A,"$1,134",N/A,"$11,554",N/A,"$2,055",N/A,"$13,610",
2019,Richland School District Two,Langford Elementary School,4002097,E,57.97,53.7,"$52,009","$51,355",,,,,"$99,811","$96,193","$10,158",N/A,$413,N/A,"$1,523",N/A,$534,N/A,"$11,681",N/A,$947,N/A,"$12,628",
2019,Richland School District Two,Muller Road Middle School,4002098,E,39.51,38.5,"$48,264","$47,031",,,,,"$99,811","$96,193","$7,353",N/A,$155,N/A,"$1,340",N/A,$417,N/A,"$8,693",N/A,$572,N/A,"$9,265",
2019,Richland School District Two,Muller Road Middle School,4002098,M,39.51,38.5,"$48,264","$47,031",,,,,"$99,811","$96,193","$7,353",N/A,$155,N/A,"$1,340",N/A,$417,N/A,"$8,693",N/A,$572,N/A,"$9,265",
2019,Richland School District Two,Westwood High School,4002100,H,52.97,53.4,"$53,849","$53,044",,,,,"$99,811","$96,193","$8,800",N/A,$431,N/A,"$1,969",N/A,$507,N/A,"$10,769",N/A,$938,N/A,"$11,706",
2019,Richland School District Two,Catawba Trail Elementary School,4002101,E,51.51,50.2,"$49,339","$47,597",,,,,"$99,811","$96,193","$8,540",N/A,$508,N/A,"$1,372",N/A,$470,N/A,"$9,912",N/A,$979,N/A,"$10,890",
2019,Richland School District Two,Lake Carolina Elementary Upper,4002102,E,28.27,23.3,"$56,206","$55,285",,,,,"$99,811","$96,193","$8,904",N/A,$407,N/A,"$1,515",N/A,$517,N/A,"$10,420",N/A,$924,N/A,"$11,343",
2019,Richland School District Two,Jackson Creek Elementary,4002103,E,87.17,84.9,"$48,902","$46,271",,,,,"$99,811","$96,193","$7,997",N/A,$704,N/A,"$1,683",N/A,$522,N/A,"$9,679",N/A,"$1,226",N/A,"$10,906",
2019,Richland School District Two,Richland Two Charter High School,4002600,H,69.61,66.0,"$44,722","$68,675",,,,,"$99,811","$96,193","$7,089",N/A,$155,N/A,"$2,015",N/A,$408,N/A,"$9,104",N/A,$563,N/A,"$9,667",
2019,Richland School District Two,Richland School District Two,4002999,D,54.32,52.7,"$52,149","$51,802",$54,$54,$48,$52,"$99,811","$96,193","$8,895",N/A,$491,N/A,"$1,471",N/A,$500,N/A,"$10,366",N/A,$991,N/A,"$11,357","$11,278"
2019,Saluda County School District,Saluda High School,4101003,H,68.56,64.1,"$48,753","$49,285",,,,,"$86,556","$85,549","$7,440",N/A,$951,N/A,"$1,467",N/A,$587,N/A,"$8,907",N/A,"$1,538",N/A,"$10,445",
2019,Saluda County School District,Saluda Middle School,4101005,M,73.26,73.2,"$45,767","$45,653",,,,,"$86,556","$85,549","$6,822",N/A,$841,N/A,"$1,196",N/A,$129,N/A,"$8,018",N/A,$970,N/A,"$8,988",
2019,Saluda County School District,Saluda Elementary School,4101006,E,87.94,87.4,"$40,722","$46,285",,,,,"$86,556","$85,549","$6,896",N/A,"$1,118",N/A,"$1,177",N/A,$405,N/A,"$8,074",N/A,"$1,523",N/A,"$9,597",
2019,Saluda County School District,Saluda Primary School,4101007,P,89.57,88.6,"$44,251","$44,509",,,,,"$86,556","$85,549","$6,710",N/A,"$1,083",N/A,"$1,171",N/A,$471,N/A,"$7,881",N/A,"$1,554",N/A,"$9,435",
2019,Saluda County School District,Hollywood Elementary School,4101010,E,70.77,68.5,"$47,941","$46,465",,,,,"$86,556","$85,549","$6,348",N/A,"$1,151",N/A,"$1,034",N/A,$499,N/A,"$7,382",N/A,"$1,649",N/A,"$9,031",
2019,Saluda County School District,Saluda County School District,4101999,D,76.85,75.1,"$45,750","$46,662",$54,$53,$48,$50,"$86,556","$85,549","$6,889",N/A,"$1,016",N/A,"$1,230",N/A,$425,N/A,"$8,118",N/A,"$1,440",N/A,"$9,559","$10,361"
2019,Spartanburg District One,Chapman High School,4201002,H,50.56,51.5,"$50,223","$51,645",,,,,"$88,055","$84,465","$8,090",N/A,$349,N/A,"$1,178",N/A,$390,N/A,"$9,267",N/A,$739,N/A,"$10,006",
2019,Spartanburg District One,Landrum High School,4201003,H,43.22,44.7,"$52,718","$54,144",,,,,"$88,055","$84,465","$8,959",N/A,$254,N/A,"$1,373",N/A,$360,N/A,"$10,332",N/A,$614,N/A,"$10,946",
2019,Spartanburg District One,T. E. Mabry Middle School,4201004,M,56.74,58.6,"$50,036","$51,724",,,,,"$88,055","$84,465","$7,968",N/A,$453,N/A,"$1,460",N/A,$462,N/A,"$9,427",N/A,$915,N/A,"$10,342",
2019,Spartanburg District One,Campobello Gramling School,4201006,E,48.54,50.8,"$50,283","$51,136",,,,,"$88,055","$84,465","$6,821",N/A,$275,N/A,$872,N/A,$426,N/A,"$7,694",N/A,$701,N/A,"$8,395",
2019,Spartanburg District One,Campobello Gramling School,4201006,M,48.54,50.8,"$50,283","$51,136",,,,,"$88,055","$84,465","$6,821",N/A,$275,N/A,$872,N/A,$426,N/A,"$7,694",N/A,$701,N/A,"$8,395",
2019,Spartanburg District One,O.P. Earle Elementary School,4201007,E,61.57,61.9,"$49,649","$48,484",,,,,"$88,055","$84,465","$8,008",N/A,$988,N/A,"$1,074",N/A,$568,N/A,"$9,082",N/A,"$1,556",N/A,"$10,638",
2019,Spartanburg District One,Holly Springs-Motlow Elementary School,4201009,E,67.87,64.1,"$52,416","$47,761",,,,,"$88,055","$84,465","$6,343",N/A,$781,N/A,$853,N/A,$629,N/A,"$7,196",N/A,"$1,410",N/A,"$8,607",
2019,Spartanburg District One,Inman Elementary School,4201010,P,73.6,74.0,"$50,558","$50,257",,,,,"$88,055","$84,465","$6,381",N/A,"$1,100",N/A,$892,N/A,$608,N/A,"$7,273",N/A,"$1,708",N/A,"$8,981",
2019,Spartanburg District One,New Prospect Elementary School,4201011,E,62.88,64.8,"$50,161","$50,772",,,,,"$88,055","$84,465","$6,848",N/A,$721,N/A,"$1,066",N/A,$614,N/A,"$7,914",N/A,"$1,335",N/A,"$9,249",
2019,Spartanburg District One,Landrum Middle School,4201087,M,57.31,51.5,"$52,998","$49,398",,,,,"$88,055","$84,465","$9,419",N/A,$682,N/A,"$1,425",N/A,$610,N/A,"$10,844",N/A,"$1,292",N/A,"$12,136",
2019,Spartanburg District One,Inman Intermediate School,4201088,E,65.74,66.6,"$48,638","$44,964",,,,,"$88,055","$84,465","$6,955",N/A,$350,N/A,$992,N/A,$492,N/A,"$7,947",N/A,$841,N/A,"$8,789",
2019,Spartanburg District One,Spartanburg District One,4201999,D,57.26,57.7,"$50,713","$50,546",$57,$58,$53,$56,"$88,055","$84,465","$7,536",N/A,$558,N/A,"$1,102",N/A,$494,N/A,"$8,638",N/A,"$1,052",N/A,"$9,689","$10,275"
2019,Spartanburg School District Two,Boiling Springs High School,4202012,H,45.33,46.4,"$53,936","$52,182",,,,,"$83,024","$84,665","$6,292",N/A,$181,N/A,"$1,053",N/A,$235,N/A,"$7,345",N/A,$416,N/A,"$7,761",
2019,Spartanburg School District Two,Chesnee High School,4202013,H,55.2,59.2,"$56,064","$53,229",,,,,"$83,024","$84,665","$8,869",N/A,$386,N/A,"$1,511",N/A,$365,N/A,"$10,380",N/A,$751,N/A,"$11,130",
2019,Spartanburg School District Two,Boiling Springs Middle School,4202014,M,58.72,56.4,"$48,862","$46,476",,,,,"$83,024","$84,665","$5,930",N/A,$174,N/A,$894,N/A,$408,N/A,"$6,824",N/A,$583,N/A,"$7,407",
2019,Spartanburg School District Two,Boiling Springs Elementary School,4202015,E,58.58,58.1,"$52,111","$51,574",,,,,"$83,024","$84,665","$7,067",N/A,$758,N/A,$762,N/A,$360,N/A,"$7,829",N/A,"$1,118",N/A,"$8,947",
2019,Spartanburg School District Two,Chesnee Elementary,4202018,E,68.53,69.2,"$49,431","$49,819",,,,,"$83,024","$84,665","$6,891",N/A,$694,N/A,$865,N/A,$647,N/A,"$7,757",N/A,"$1,341",N/A,"$9,098",
2019,Spartanburg School District Two,Cooley Springs-Fingerville Elementary School,4202019,E,75.7,76.6,"$46,454","$47,464",,,,,"$83,024","$84,665","$7,645",N/A,$915,N/A,"$1,011",N/A,$660,N/A,"$8,656",N/A,"$1,575",N/A,"$10,231",
2019,Spartanburg School District Two,James H. Hendrix Elementary School,4202020,E,75.44,74.0,"$54,002","$52,657",,,,,"$83,024","$84,665","$7,140",N/A,"$1,091",N/A,$796,N/A,$734,N/A,"$7,935",N/A,"$1,825",N/A,"$9,761",
2019,Spartanburg School District Two,Mayo Elementary School,4202023,E,67.82,65.7,"$49,154","$51,055",,,,,"$83,024","$84,665","$7,525",N/A,$467,N/A,$916,N/A,$639,N/A,"$8,440",N/A,"$1,107",N/A,"$9,547",
2019,Spartanburg School District Two,Boiling Springs Intermediate School,4202024,E,58.21,58.9,"$50,682","$47,055",,,,,"$83,024","$84,665","$6,306",N/A,$360,N/A,"$1,014",N/A,$559,N/A,"$7,321",N/A,$919,N/A,"$8,239",
2019,Spartanburg School District Two,Chesnee Middle School,4202086,M,64.52,61.8,"$52,896","$53,109",,,,,"$83,024","$84,665","$7,919",N/A,$473,N/A,$917,N/A,$472,N/A,"$8,837",N/A,$945,N/A,"$9,782",
2019,Spartanburg School District Two,Carlisle Foster's Grove Elementary,4202087,E,56.96,53.4,"$54,662","$54,830",,,,,"$83,024","$84,665","$7,994",N/A,$391,N/A,$899,N/A,$421,N/A,"$8,893",N/A,$812,N/A,"$9,705",
2019,Spartanburg School District Two,Oakland Elementary,4202088,E,56.88,54.3,"$51,930","$51,375",,,,,"$83,024","$84,665","$6,705",N/A,$262,N/A,$862,N/A,$418,N/A,"$7,567",N/A,$679,N/A,"$8,246",
2019,Spartanburg School District Two,Rainbow Lake Middle School,4202089,M,54.08,48.6,"$51,362","$50,368",,,,,"$83,024","$84,665","$7,167",N/A,$243,N/A,$900,N/A,$458,N/A,"$8,067",N/A,$700,N/A,"$8,767",
2019,Spartanburg School District Two,Shoally Creek Elementary School,4202090,E,63.78,64.1,"$45,160","$44,957",,,,,"$83,024","$84,665","$7,184",N/A,$195,N/A,$808,N/A,$527,N/A,"$7,993",N/A,$722,N/A,"$8,715",
2019,Spartanburg School District Two,Spartanburg School District Two,4202999,D,58.31,57.3,"$51,644","$50,622",$56,$57,$50,$54,"$83,024","$84,665","$6,945",N/A,$424,N/A,$945,N/A,$442,N/A,"$7,890",N/A,$866,N/A,"$8,756","$9,065"
2019,Spartanburg School District 3,Cowpens Middle School,4203025,M,69.5,70.2,"$50,783","$48,987",,,,,"$98,736","$102,302","$8,985",N/A,$216,N/A,"$1,775",N/A,$18,N/A,"$10,759",N/A,$235,N/A,"$10,994",
2019,Spartanburg School District 3,Broome High School,4203026,H,61.28,60.5,"$54,635","$53,304",,,,,"$98,736","$102,302","$8,623",N/A,$233,N/A,"$2,019",N/A,$49,N/A,"$10,642",N/A,$282,N/A,"$10,924",
2019,Spartanburg School District 3,Middle School Of Pacolet,4203027,M,66.2,65.2,"$50,210","$48,619",,,,,"$98,736","$102,302","$9,142",N/A,$414,N/A,"$2,119",N/A,$22,N/A,"$11,261",N/A,$436,N/A,"$11,697",
2019,Spartanburg School District 3,Cannons Elementary School,4203028,E,77.52,73.7,"$53,093","$50,512",,,,,"$98,736","$102,302","$11,577",N/A,"$1,335",N/A,"$1,992",N/A,$124,N/A,"$13,569",N/A,"$1,459",N/A,"$15,029",
2019,Spartanburg School District 3,Cowpens Elementary School,4203030,E,78.53,75.4,"$43,206","$46,782",,,,,"$98,736","$102,302","$7,976",N/A,$370,N/A,"$1,842",N/A,$72,N/A,"$9,818",N/A,$442,N/A,"$10,260",
2019,Spartanburg School District 3,Clifdale Elementary School,4203031,E,82.87,83.4,"$50,928","$49,441",,,,,"$98,736","$102,302","$9,193",N/A,"$1,498",N/A,"$2,073",N/A,$85,N/A,"$11,265",N/A,"$1,583",N/A,"$12,849",
2019,Spartanburg School District 3,Pacolet Elementary School,4203034,E,76.1,72.9,"$48,384","$48,614",,,,,"$98,736","$102,302","$7,703",N/A,$581,N/A,"$1,833",N/A,$206,N/A,"$9,536",N/A,$787,N/A,"$10,323",
2019,Spartanburg School District 3,Spartanburg School District 3,4203999,D,71.04,69.7,"$50,784","$49,989",$52,$52,$46,$49,"$98,736","$102,302","$8,808",N/A,$541,N/A,"$1,945",N/A,$78,N/A,"$10,753",N/A,$620,N/A,"$11,373","$12,819"
2019,Spartanburg School District Four,Woodruff Middle School,4204035,M,66.3,65.4,"$55,259","$55,138",,,,,"$88,952","$91,423","$7,670",N/A,$417,N/A,$902,N/A,$369,N/A,"$8,571",N/A,$786,N/A,"$9,357",
2019,Spartanburg School District Four,Woodruff High School,4204036,H,54.99,53.9,"$56,460","$55,240",,,,,"$88,952","$91,423","$6,799",N/A,$609,N/A,"$1,052",N/A,$424,N/A,"$7,851",N/A,"$1,033",N/A,"$8,883",
2019,Spartanburg School District Four,Woodruff Primary School,4204040,P,76.29,74.4,"$47,446","$44,788",,,,,"$88,952","$91,423","$5,857",N/A,"$1,196",N/A,$689,N/A,$466,N/A,"$6,546",N/A,"$1,662",N/A,"$8,208",
2019,Spartanburg School District Four,Woodruff Elementary School,4204042,E,72.89,69.6,"$52,694","$51,491",,,,,"$88,952","$91,423","$6,437",N/A,$588,N/A,$770,N/A,$378,N/A,"$7,208",N/A,$967,N/A,"$8,174",
2019,Spartanburg School District Four,Spartanburg School District Four,4204999,D,67.8,66.0,"$52,736","$51,749",$56,$56,$49,$52,"$88,952","$91,423","$6,637",N/A,$731,N/A,$851,N/A,$414,N/A,"$7,488",N/A,"$1,144",N/A,"$8,632","$8,980"
2019,Spartanburg School District 5,James F. Byrnes High School,4205043,H,44.83,47.4,"$51,948","$51,351",,,,,"$91,386","$86,323","$6,901",N/A,$260,N/A,"$1,368",N/A,$356,N/A,"$8,269",N/A,$616,N/A,"$8,885",
2019,Spartanburg School District 5,D. R. Hill Middle School,4205045,M,63.55,60.7,"$53,694","$52,802",,,,,"$91,386","$86,323","$8,139",N/A,$37,N/A,"$1,059",N/A,$489,N/A,"$9,198",N/A,$526,N/A,"$9,724",
2019,Spartanburg School District 5,Duncan Elementary School Of The Arts,4205046,E,77.85,76.7,"$49,212","$50,435",,,,,"$91,386","$86,323","$7,922",N/A,$891,N/A,"$1,124",N/A,$635,N/A,"$9,046",N/A,"$1,526",N/A,"$10,572",
2019,Spartanburg School District 5,Reidville Elementary,4205049,E,38.92,41.0,"$47,180","$47,311",,,,,"$91,386","$86,323","$9,447",N/A,$37,N/A,"$1,127",N/A,$409,N/A,"$10,574",N/A,$445,N/A,"$11,019",
2019,Spartanburg School District 5,Wellford Academy,4205052,E,69.72,72.0,"$52,352","$51,628",,,,,"$91,386","$86,323","$8,892",N/A,$909,N/A,$985,N/A,$788,N/A,"$9,876",N/A,"$1,698",N/A,"$11,574",
2019,Spartanburg School District 5,Beech Springs Intermediate,4205089,E,66.12,63.3,"$48,962","$47,253",,,,,"$91,386","$86,323","$7,434",N/A,$842,N/A,"$1,104",N/A,$626,N/A,"$8,538",N/A,"$1,467",N/A,"$10,006",
2019,Spartanburg School District 5,River Ridge Elementary School,4205090,E,57.85,56.6,"$53,609","$52,075",,,,,"$91,386","$86,323","$7,416",N/A,$398,N/A,$953,N/A,$447,N/A,"$8,369",N/A,$844,N/A,"$9,214",
2019,Spartanburg School District 5,Berry Shoals Intermediate School,4205091,E,44.63,43.8,"$55,351","$57,360",,,,,"$91,386","$86,323","$7,550",N/A,$157,N/A,"$1,130",N/A,$436,N/A,"$8,680",N/A,$593,N/A,"$9,272",
2019,Spartanburg School District 5,Florence Chapel Middle,4205092,M,42.27,41.1,"$52,206","$50,834",,,,,"$91,386","$86,323","$7,851",N/A,$193,N/A,"$1,321",N/A,$432,N/A,"$9,172",N/A,$625,N/A,"$9,798",
2019,Spartanburg School District 5,Abner Creek Academy,4205094,E,48.45,47.5,"$53,175","$51,938",,,,,"$91,386","$86,323","$8,249",N/A,$37,N/A,"$1,124",N/A,$395,N/A,"$9,372",N/A,$432,N/A,"$9,804",
2019,Spartanburg School District 5,Lyman Elementary,4205095,E,62.55,66.1,"$52,703","$51,438",,,,,"$91,386","$86,323","$7,460",N/A,$152,N/A,$964,N/A,$539,N/A,"$8,423",N/A,$691,N/A,"$9,114",
2019,Spartanburg School District 5,Spartanburg School District 5,4205999,D,54.06,54.6,"$51,994","$51,362",$61,$62,$53,$58,"$91,386","$86,323","$7,601",N/A,$338,N/A,"$1,142",N/A,$477,N/A,"$8,742",N/A,$815,N/A,"$9,558","$9,879"
2019,Spartanburg School District Six,Paul M. Dorman High School,4206053,H,55.1,54.1,"$54,163","$53,246",,,,,"$76,609","$73,826","$7,543",N/A,$862,N/A,"$1,519",N/A,$501,N/A,"$9,062",N/A,"$1,363",N/A,"$10,425",
2019,Spartanburg School District Six,Fairforest Middle School,4206054,M,83.02,81.4,"$47,197","$45,065",,,,,"$76,609","$73,826","$6,996",N/A,$750,N/A,"$1,015",N/A,$443,N/A,"$8,011",N/A,"$1,192",N/A,"$9,203",
2019,Spartanburg School District Six,L.E. Gable Middle School,4206056,M,54.74,53.3,"$51,309","$50,994",,,,,"$76,609","$73,826","$8,372",N/A,$272,N/A,"$1,111",N/A,$437,N/A,"$9,483",N/A,$709,N/A,"$10,193",
2019,Spartanburg School District Six,Arcadia Elementary,4206057,E,83.83,83.1,"$47,097","$47,238",,,,,"$76,609","$73,826","$8,524",N/A,"$1,548",N/A,"$1,249",N/A,$624,N/A,"$9,773",N/A,"$2,172",N/A,"$11,945",
2019,Spartanburg School District Six,Fairforest Elementary School,4206058,E,75.31,77.1,"$51,742","$49,617",,,,,"$76,609","$73,826","$7,155",N/A,$694,N/A,"$1,056",N/A,$404,N/A,"$8,211",N/A,"$1,098",N/A,"$9,309",
2019,Spartanburg School District Six,R.P. Dawkins Middle School,4206060,M,59.85,57.2,"$53,525","$53,510",,,,,"$76,609","$73,826","$7,460",N/A,$312,N/A,$995,N/A,$359,N/A,"$8,454",N/A,$671,N/A,"$9,126",
2019,Spartanburg School District Six,Lone Oak Elementary School,4206061,E,89.46,88.8,"$47,685","$45,175",,,,,"$76,609","$73,826","$8,121",N/A,"$1,700",N/A,"$1,204",N/A,$630,N/A,"$9,325",N/A,"$2,330",N/A,"$11,655",
2019,Spartanburg School District Six,Pauline-Glenn Springs Elementary School,4206062,E,47.58,48.3,"$53,269","$53,765",,,,,"$76,609","$73,826","$8,469",N/A,$731,N/A,"$1,070",N/A,$326,N/A,"$9,539",N/A,"$1,057",N/A,"$10,596",
2019,Spartanburg School District Six,Jesse S. Bobo Elementary School,4206065,E,89.46,90.4,"$46,894","$46,981",,,,,"$76,609","$73,826","$7,617",N/A,"$1,545",N/A,"$1,120",N/A,$906,N/A,"$8,737",N/A,"$2,451",N/A,"$11,188",
2019,Spartanburg School District Six,West View Elementary School,4206066,E,67.77,63.7,"$51,553","$50,331",,,,,"$76,609","$73,826","$7,446",N/A,$624,N/A,$932,N/A,$324,N/A,"$8,378",N/A,$948,N/A,"$9,326",
2019,Spartanburg School District Six,Woodland Heights Elementary,4206067,E,84.37,80.7,"$52,881","$51,761",,,,,"$76,609","$73,826","$8,936",N/A,"$1,568",N/A,"$1,271",N/A,$465,N/A,"$10,207",N/A,"$2,033",N/A,"$12,240",
2019,Spartanburg School District Six,Roebuck Elementary School,4206086,E,72.26,69.1,"$46,380","$45,611",,,,,"$76,609","$73,826","$7,003",N/A,$714,N/A,$945,N/A,$337,N/A,"$7,948",N/A,"$1,051",N/A,"$8,999",
2019,Spartanburg School District Six,Anderson Mill Elementary School,4206088,E,55.8,56.4,"$50,611","$49,623",,,,,"$76,609","$73,826","$7,792",N/A,"$1,126",N/A,$994,N/A,$362,N/A,"$8,787",N/A,"$1,488",N/A,"$10,275",
2019,Spartanburg School District Six,Spartanburg School District Six,4206999,D,66.81,65.3,"$50,991","$50,144",$57,$57,$49,$54,"$76,609","$73,826","$7,637",N/A,$842,N/A,"$1,166",N/A,$453,N/A,"$8,803",N/A,"$1,294",N/A,"$10,098","$10,087"
2019,Spartanburg School District Seven,Carver Middle School,4207068,M,92.8,90.0,"$48,098","$47,685",,,,,"$93,176","$91,521","$8,831",N/A,$969,N/A,"$1,606",N/A,"$1,188",N/A,"$10,436",N/A,"$2,157",N/A,"$12,593",
2019,Spartanburg School District Seven,J.G. Mccracken Middle School,4207071,M,52.4,46.6,"$53,222","$53,121",,,,,"$93,176","$91,521","$8,980",N/A,$302,N/A,"$1,267",N/A,$366,N/A,"$10,247",N/A,$668,N/A,"$10,915",
2019,Spartanburg School District Seven,Spartanburg High,4207073,H,63.17,61.5,"$55,570","$55,513",,,,,"$93,176","$91,521","$9,118",N/A,$405,N/A,"$1,520",N/A,$346,N/A,"$10,638",N/A,$751,N/A,"$11,389",
2019,Spartanburg School District Seven,Jesse Boyd Elementary School,4207074,E,54.66,52.0,"$51,489","$51,188",,,,,"$93,176","$91,521","$8,423",N/A,$420,N/A,"$1,294",N/A,$438,N/A,"$9,717",N/A,$858,N/A,"$10,575",
2019,Spartanburg School District Seven,Ep Todd School,4207075,E,81.37,80.6,"$52,467","$50,751",,,,,"$93,176","$91,521","$8,324",N/A,$491,N/A,"$1,018",N/A,$625,N/A,"$9,341",N/A,"$1,117",N/A,"$10,458",
2019,Spartanburg School District Seven,Ep Todd School,4207075,M,81.37,80.6,"$52,467","$50,751",,,,,"$93,176","$91,521","$8,324",N/A,$491,N/A,"$1,018",N/A,$625,N/A,"$9,341",N/A,"$1,117",N/A,"$10,458",
2019,Spartanburg School District Seven,The Cleveland Academy Of Leadership,4207077,E,95.13,93.6,"$56,188","$56,284",,,,,"$93,176","$91,521","$7,755",N/A,"$2,559",N/A,"$1,389",N/A,"$1,271",N/A,"$9,144",N/A,"$3,829",N/A,"$12,973",
2019,Spartanburg School District Seven,Pine Street Elementary School,4207082,E,35.26,37.5,"$54,876","$53,212",,,,,"$93,176","$91,521","$9,326",N/A,$638,N/A,"$1,016",N/A,$305,N/A,"$10,343",N/A,$943,N/A,"$11,286",
2019,Spartanburg School District Seven,Mary H. Wright Elementary School,4207085,E,96.92,95.1,"$41,344","$43,091",,,,,"$93,176","$91,521","$7,109",N/A,"$1,037",N/A,"$1,039",N/A,"$1,227",N/A,"$8,148",N/A,"$2,264",N/A,"$10,412",
2019,Spartanburg School District Seven,Drayton Mills Elementary School,4207087,E,89,,"$49,587",,,,,,"$93,176","$91,521",,,,,,,,,,,,,,
2019,Spartanburg School District Seven,Meeting Street Academy,4207200,E,90.08,90.2,"$42,435","$42,669",,,,,"$93,176","$91,521","$1,704",N/A,$210,N/A,"$6,385",N/A,"$1,104",N/A,"$8,089",N/A,"$1,315",N/A,"$9,403",
2019,Spartanburg School District Seven,Spartanburg School District Seven,4207999,D,72.25,70.7,"$51,955","$51,521",$59,$60,$52,$58,"$93,176","$91,521","$8,719",N/A,$743,N/A,"$1,489",N/A,$709,N/A,"$10,208",N/A,"$1,453",N/A,"$11,661","$13,694"
2019,Sumter,Ebenezer Middle,4301002,M,77.96,71.8,"$50,775","$50,306",,,,,"$91,716","$82,614","$7,599",N/A,$530,N/A,$970,N/A,$383,N/A,"$8,569",N/A,$913,N/A,"$9,481",
2019,Sumter,Furman Middle School,4301003,M,84.84,87.4,"$46,200","$47,890",,,,,"$91,716","$82,614","$6,816",N/A,$492,N/A,$976,N/A,$334,N/A,"$7,792",N/A,$826,N/A,"$8,617",
2019,Sumter,Hillcrest Middle School,4301004,M,55.78,54.9,"$54,296","$51,346",,,,,"$91,716","$82,614","$8,371",N/A,$594,N/A,"$1,166",N/A,$417,N/A,"$9,536",N/A,"$1,011",N/A,"$10,547",
2019,Sumter,Cherryvale Elementary School,4301008,E,89.61,87.3,"$50,820","$51,650",,,,,"$91,716","$82,614","$8,019",N/A,"$1,083",N/A,$878,N/A,$721,N/A,"$8,897",N/A,"$1,804",N/A,"$10,700",
2019,Sumter,R.E. Davis College Preparatory Academy,4301010,E,90.55,93.1,"$49,595","$50,458",,,,,"$91,716","$82,614","$8,748",N/A,"$1,472",N/A,"$1,059",N/A,$630,N/A,"$9,807",N/A,"$2,103",N/A,"$11,910",
2019,Sumter,R.E. Davis College Preparatory Academy,4301010,M,90.55,93.1,"$49,595","$50,458",,,,,"$91,716","$82,614","$8,748",N/A,"$1,472",N/A,"$1,059",N/A,$630,N/A,"$9,807",N/A,"$2,103",N/A,"$11,910",
2019,Sumter,High Hills Elementary,4301012,E,65.42,54.9,"$46,424","$45,655",,,,,"$91,716","$82,614","$5,990",N/A,$888,N/A,$858,N/A,$434,N/A,"$6,848",N/A,"$1,322",N/A,"$8,170",
2019,Sumter,Manchester Elementary School,4301014,E,89.43,90.2,"$52,074","$51,662",,,,,"$91,716","$82,614","$7,477",N/A,"$1,257",N/A,$843,N/A,$573,N/A,"$8,320",N/A,"$1,829",N/A,"$10,149",
2019,Sumter,Oakland Primary School,4301016,P,60.44,60.0,"$48,733","$48,708",,,,,"$91,716","$82,614","$7,686",N/A,"$1,047",N/A,$688,N/A,$470,N/A,"$8,374",N/A,"$1,517",N/A,"$9,891",
2019,Sumter,Rafting Creek Elementary School,4301017,E,92.73,87.4,"$46,548","$45,390",,,,,"$91,716","$82,614","$10,608",N/A,"$1,029",N/A,"$1,152",N/A,$951,N/A,"$11,760",N/A,"$1,980",N/A,"$13,739",
2019,Sumter,Shaw Heights Elementary,4301019,P,61.95,61.6,"$49,348","$48,579",,,,,"$91,716","$82,614","$6,044",N/A,$919,N/A,$752,N/A,$391,N/A,"$6,796",N/A,"$1,310",N/A,"$8,107",
2019,Sumter,Alice Drive Middle School,4301021,M,61.66,58.7,"$48,849","$47,467",,,,,"$91,716","$82,614","$5,915",N/A,$436,N/A,$791,N/A,$260,N/A,"$6,707",N/A,$695,N/A,"$7,402",
